s,sr,t,tr,sl,gd,nsl,nsld,un
20103.0,1466.0,118.60000000000115,118.6,15.277777777777777,2,22.22222222222222,20283,1
20103.003209924,1466.0,118.60000000000115,118.4,15.277777777777777,2,22.22222222222222,20283,1
20103.01550494916,1465.98,118.60000000000115,118.2,15.277777777777777,2,22.22222222222222,20283,1
20103.04132549473,1465.96,118.60000000000115,118.0,15.277777777777777,2,22.22222222222222,20283,1
20103.08362846373,1465.92,118.60000000000115,117.8,15.277777777777777,2,22.22222222222222,20283,1
20103.147048335442,1465.85,118.60000000000115,117.6,15.277777777777777,2,22.22222222222222,20283,1
20103.237336629776,1465.76,118.60000000000115,117.4,15.277777777777777,2,22.22222222222222,20283,1
20103.358321470547,1465.64,118.60000000000115,117.2,15.277777777777777,2,22.22222222222222,20283,1
20103.512548471645,1465.49,118.60000000000115,117.0,15.277777777777777,2,22.22222222222222,20283,1
20103.7017079931,1465.3,118.60000000000115,116.8,15.277777777777777,2,22.22222222222222,20283,1
20103.926919983136,1465.07,118.60000000000115,116.6,15.277777777777777,2,22.22222222222222,20283,1
20104.1889238786,1464.81,118.60000000000115,116.4,15.277777777777777,2,22.22222222222222,20283,1
20104.488205210295,1464.51,118.60000000000115,116.2,15.277777777777777,2,22.22222222222222,20283,1
20104.825080010593,1464.17,118.60000000000115,116.0,15.277777777777777,2,22.22222222222222,20283,1
20105.19975108824,1463.8,118.60000000000115,115.8,15.277777777777777,2,22.22222222222222,20283,1
20105.61234554726,1463.39,118.60000000000115,115.6,15.277777777777777,2,22.22222222222222,20283,1
20106.062939801344,1462.94,118.60000000000115,115.4,15.277777777777777,2,22.22222222222222,20283,1
20106.551576251535,1462.45,118.60000000000115,115.2,15.277777777777777,2,22.22222222222222,20283,1
20107.07827440584,1461.92,118.60000000000115,115.0,15.277777777777777,2,22.22222222222222,20283,1
20107.643038293307,1461.36,118.60000000000115,114.8,15.277777777777777,2,22.22222222222222,20283,1
20108.2458614076,1460.75,118.60000000000115,114.6,15.277777777777777,2,22.22222222222222,20283,1
20108.88673000354,1460.11,118.60000000000115,114.4,15.277777777777777,2,22.22222222222222,20283,1
20109.565625295556,1459.43,118.60000000000115,114.2,15.277777777777777,2,22.22222222222222,20283,1
20110.282524924034,1458.72,118.60000000000115,114.0,15.277777777777777,2,22.22222222222222,20283,1
20111.03740393365,1457.96,118.60000000000115,113.8,15.277777777777777,2,22.22222222222222,20283,1
20111.830235426285,1457.17,118.60000000000115,113.6,15.277777777777777,2,22.22222222222222,20283,1
20112.66099099704,1456.34,118.60000000000115,113.4,15.277777777777777,2,22.22222222222222,20283,1
20113.529641025634,1455.47,118.60000000000115,113.2,15.277777777777777,2,22.22222222222222,20283,1
20114.436154871422,1454.56,118.60000000000115,113.0,15.277777777777777,2,22.22222222222222,20283,1
20115.380501004154,1453.62,118.60000000000115,112.8,15.277777777777777,2,22.22222222222222,20283,1
20116.3626470919,1452.64,118.60000000000115,112.6,15.277777777777777,2,22.22222222222222,20283,1
20117.382560060454,1451.62,118.60000000000115,112.4,15.277777777777777,2,22.22222222222222,20283,1
20118.440206133713,1450.56,118.60000000000115,112.2,15.277777777777777,2,22.22222222222222,20283,1
20119.535550861394,1449.46,118.60000000000115,112.0,15.277777777777777,2,22.22222222222222,20283,1
20120.66855913833,1448.33,118.60000000000115,111.8,15.277777777777777,2,22.22222222222222,20283,1
20121.83919521815,1447.16,118.60000000000115,111.6,15.277777777777777,2,22.22222222222222,20283,1
20123.047422723237,1445.95,118.60000000000115,111.4,15.277777777777777,2,22.22222222222222,20283,1
20124.293204652222,1444.71,118.60000000000115,111.2,15.277777777777777,2,22.22222222222222,20283,1
20125.576503385822,1443.42,118.60000000000115,111.0,15.277777777777777,2,22.22222222222222,20283,1
20126.897280691628,1442.1,118.60000000000115,110.8,15.277777777777777,2,22.22222222222222,20283,1
20128.25549772816,1440.74,118.60000000000115,110.6,15.277777777777777,2,22.22222222222222,20283,1
20129.65111504849,1439.35,118.60000000000115,110.4,15.277777777777777,2,22.22222222222222,20283,1
20131.08409260355,1437.92,118.60000000000115,110.2,15.277777777777777,2,22.22222222222222,20283,1
20132.55438974526,1436.45,118.60000000000115,110.0,15.277777777777777,2,22.22222222222222,20283,1
20134.061965229554,1434.94,118.60000000000115,109.8,15.277777777777777,2,22.22222222222222,20283,1
20135.606777219342,1433.39,118.60000000000115,109.6,15.277777777777777,2,22.22222222222222,20283,1
20137.18878328743,1431.81,118.60000000000115,109.4,15.277777777777777,2,22.22222222222222,20283,1
20138.807940419443,1430.19,118.60000000000115,109.2,15.277777777777777,2,22.22222222222222,20283,1
20140.464205016746,1428.54,118.60000000000115,109.0,15.277777777777777,2,22.22222222222222,20283,1
20142.157532899393,1426.84,118.60000000000115,108.8,15.277777777777777,2,22.22222222222222,20283,1
20143.887879309077,1425.11,118.60000000000115,108.6,15.277777777777777,2,22.22222222222222,20283,1
20145.655198912125,1423.34,118.60000000000115,108.4,15.277777777777777,2,22.22222222222222,20283,1
20147.459445802506,1421.54,118.60000000000115,108.2,15.277777777777777,2,22.22222222222222,20283,1
20149.300573504865,1419.7,118.60000000000115,108.0,15.277777777777777,2,22.22222222222222,20283,1
20151.178534977604,1417.82,118.60000000000115,107.8,15.277777777777777,2,22.22222222222222,20283,1
20153.093282615973,1415.91,118.60000000000115,107.6,15.277777777777777,2,22.22222222222222,20283,1
20155.04476825521,1413.96,118.60000000000115,107.4,15.277777777777777,2,22.22222222222222,20283,1
20157.0329431737,1411.97,118.60000000000115,107.2,15.277777777777777,2,22.22222222222222,20283,1
20159.057758096154,1409.94,118.60000000000115,107.0,15.277777777777777,2,22.22222222222222,20283,1
20161.119163196836,1407.88,118.60000000000115,106.8,15.277777777777777,2,22.22222222222222,20283,1
20163.217108102817,1405.78,118.60000000000115,106.6,15.277777777777777,2,22.22222222222222,20283,1
20165.35154189725,1403.65,118.60000000000115,106.4,15.277777777777777,2,22.22222222222222,20283,1
20167.522413122664,1401.48,118.60000000000115,106.2,15.277777777777777,2,22.22222222222222,20283,1
20169.72966978432,1399.27,118.60000000000115,106.0,15.277777777777777,2,22.22222222222222,20283,1
20171.97325935356,1397.03,118.60000000000115,105.8,15.277777777777777,2,22.22222222222222,20283,1
20174.253128771194,1394.75,118.60000000000115,105.6,15.277777777777777,2,22.22222222222222,20283,1
20176.569224450923,1392.43,118.60000000000115,105.4,15.277777777777777,2,22.22222222222222,20283,1
20178.921492282778,1390.08,118.60000000000115,105.2,15.277777777777777,2,22.22222222222222,20283,1
20181.30987763659,1387.69,118.60000000000115,105.0,15.277777777777777,2,22.22222222222222,20283,1
20183.734325365484,1385.27,118.60000000000115,104.8,15.277777777777777,2,22.22222222222222,20283,1
20186.194779809393,1382.81,118.60000000000115,104.6,15.277777777777777,2,22.22222222222222,20283,1
20188.691184798612,1380.31,118.60000000000115,104.4,15.277777777777777,2,22.22222222222222,20283,1
