s,sr,t,tr,sl,gd,nsl,nsld,un
20103.0,1466.0,101.8000000000009,101.8,15.277777777777777,2,22.22222222222222,20283,1
20103.003209924,1466.0,101.8000000000009,101.6,15.277777777777777,2,22.22222222222222,20283,1
20103.01550494916,1465.98,101.8000000000009,101.4,15.277777777777777,2,22.22222222222222,20283,1
20103.04132549473,1465.96,101.8000000000009,101.2,15.277777777777777,2,22.22222222222222,20283,1
20103.08362846373,1465.92,101.8000000000009,101.0,15.277777777777777,2,22.22222222222222,20283,1
20103.147048335442,1465.85,101.8000000000009,100.8,15.277777777777777,2,22.22222222222222,20283,1
20103.237336629776,1465.76,101.8000000000009,100.6,15.277777777777777,2,22.22222222222222,20283,1
20103.358321470547,1465.64,101.8000000000009,100.4,15.277777777777777,2,22.22222222222222,20283,1
20103.512548471645,1465.49,101.8000000000009,100.2,15.277777777777777,2,22.22222222222222,20283,1
20103.7017079931,1465.3,101.8000000000009,100.0,15.277777777777777,2,22.22222222222222,20283,1
20103.926919983136,1465.07,101.8000000000009,99.8,15.277777777777777,2,22.22222222222222,20283,1
20104.1889238786,1464.81,101.8000000000009,99.6,15.277777777777777,2,22.22222222222222,20283,1
20104.488205210295,1464.51,101.8000000000009,99.4,15.277777777777777,2,22.22222222222222,20283,1
20104.825080010593,1464.17,101.8000000000009,99.2,15.277777777777777,2,22.22222222222222,20283,1
20105.19975108824,1463.8,101.8000000000009,99.0,15.277777777777777,2,22.22222222222222,20283,1
20105.61234554726,1463.39,101.8000000000009,98.8,15.277777777777777,2,22.22222222222222,20283,1
20106.062939801344,1462.94,101.8000000000009,98.6,15.277777777777777,2,22.22222222222222,20283,1
20106.551576251535,1462.45,101.8000000000009,98.4,15.277777777777777,2,22.22222222222222,20283,1
20107.07827440584,1461.92,101.8000000000009,98.2,15.277777777777777,2,22.22222222222222,20283,1
20107.643038293307,1461.36,101.8000000000009,98.0,15.277777777777777,2,22.22222222222222,20283,1
20108.2458614076,1460.75,101.8000000000009,97.8,15.277777777777777,2,22.22222222222222,20283,1
