,s,v
0,1.9360000000000002,1.76
1,2.2720000000000002,1.6
2,2.5760000000000005,1.44
3,2.8480000000000003,1.2799999999999998
4,3.0900000000000003,1.14
5,3.3020000000000005,0.9799999999999999
6,3.4820000000000007,0.8199999999999998
7,3.630000000000001,0.6599999999999998
8,3.7480000000000007,0.5199999999999998
9,3.8380000000000005,0.3799999999999998
10,3.9000000000000004,0.2399999999999998
11,3.934,0.09999999999999981
12,3.942,0.0
13,3.942,0.0
14,3.942,0.0
15,3.942,0.0
16,3.942,0.0
17,3.942,0.0
18,3.942,0.0
19,3.942,0.0
20,3.942,0.0
21,3.942,0.0
22,3.942,0.0
23,3.942,0.0
24,3.942,0.0
25,3.942,0.0
26,3.942,0.0
27,3.942,0.0
28,3.942,0.0
29,3.942,0.0
30,3.942,0.0
31,3.944,0.020000000000000004
32,3.9499999999999997,0.04000000000000001
33,3.9619999999999997,0.08000000000000002
34,3.9839999999999995,0.14
35,4.02,0.22000000000000003
36,4.071999999999999,0.30000000000000004
37,4.1419999999999995,0.4
38,4.233999999999999,0.52
39,4.351999999999999,0.66
40,4.497999999999999,0.8
41,4.6739999999999995,0.9600000000000001
42,4.882,1.12
43,5.122,1.2800000000000002
44,5.394,1.4400000000000004
45,5.698,1.6000000000000005
46,6.034000000000001,1.7600000000000007
47,6.402000000000001,1.9200000000000008
48,6.802000000000001,2.080000000000001
49,7.234000000000002,2.240000000000001
50,7.698000000000002,2.4000000000000012
51,8.194000000000003,2.5600000000000014
52,8.722000000000003,2.7200000000000015
53,9.282000000000004,2.8800000000000017
54,9.874000000000004,3.040000000000002
55,10.498000000000005,3.200000000000002
56,11.154000000000005,3.360000000000002
57,11.842000000000006,3.5200000000000022
58,12.562000000000006,3.6800000000000024
59,13.314000000000007,3.8400000000000025
60,14.098000000000008,4.000000000000003
61,14.914000000000009,4.160000000000003
62,15.76200000000001,4.320000000000003
63,16.64200000000001,4.480000000000003
64,17.55400000000001,4.640000000000003
65,18.498000000000008,4.800000000000003
66,19.474000000000007,4.9600000000000035
67,20.482000000000006,5.120000000000004
68,21.522000000000006,5.280000000000004
69,22.594000000000005,5.440000000000004
70,23.698000000000004,5.600000000000004
71,24.834000000000003,5.760000000000004
72,26.002000000000002,5.920000000000004
73,27.202,6.0800000000000045
74,28.434000000000005,6.240000000000005
