,s,v
0,1.9360000000000002,1.76
1,2.274,1.62
2,2.5860000000000003,1.5
3,2.8760000000000003,1.4
4,3.148,1.3199999999999998
5,3.406,1.2599999999999998
6,3.654,1.2199999999999998
7,3.896,1.1999999999999997
8,4.136,1.1999999999999997
9,4.378,1.2199999999999998
10,4.624,1.2399999999999998
11,4.872,1.2399999999999998
12,5.122,1.2599999999999998
13,5.378,1.2999999999999998
14,5.642,1.3399999999999999
15,5.916,1.4
16,6.202,1.46
17,6.502,1.54
18,6.818,1.62
19,7.151999999999999,1.7200000000000002
20,7.505999999999999,1.8200000000000003
21,7.879999999999999,1.9200000000000004
22,8.274,2.0200000000000005
23,8.687999999999999,2.1200000000000006
24,9.122,2.2200000000000006
25,9.578,2.3400000000000007
26,10.058,2.460000000000001
27,10.564,2.600000000000001
28,11.098,2.740000000000001
29,11.662,2.9000000000000012
30,12.258000000000001,3.0600000000000014
31,12.886000000000001,3.2200000000000015
32,13.546000000000001,3.3800000000000017
33,14.238000000000001,3.540000000000002
34,14.962000000000002,3.700000000000002
35,15.718000000000002,3.860000000000002
36,16.506000000000004,4.020000000000002
37,17.326000000000004,4.180000000000002
38,18.178000000000004,4.3400000000000025
39,19.062000000000005,4.500000000000003
40,19.978000000000005,4.660000000000003
41,20.926000000000005,4.820000000000003
42,21.906000000000006,4.980000000000003
43,22.918000000000006,5.140000000000003
44,23.962000000000007,5.300000000000003
45,25.038000000000007,5.4600000000000035
46,26.146000000000008,5.620000000000004
47,27.28600000000001,5.780000000000004
48,28.45800000000001,5.940000000000004
49,29.66200000000001,6.100000000000004
50,30.89800000000001,6.260000000000004
51,32.16600000000001,6.420000000000004
52,33.466000000000015,6.5800000000000045
53,34.798000000000016,6.740000000000005
54,36.16200000000002,6.900000000000005
55,37.55600000000002,7.0400000000000045
56,38.97800000000002,7.180000000000004
57,40.42600000000002,7.300000000000004
58,41.898000000000025,7.420000000000004
59,43.39400000000003,7.5400000000000045
60,44.91400000000003,7.660000000000005
61,46.458000000000034,7.780000000000005
62,48.02600000000003,7.900000000000005
63,49.61800000000003,8.020000000000005
64,51.23400000000003,8.140000000000004
65,52.87400000000003,8.260000000000003
66,54.53800000000003,8.380000000000003
67,56.22400000000003,8.480000000000002
68,57.930000000000035,8.580000000000002
69,59.656000000000034,8.680000000000001
70,61.40200000000004,8.780000000000001
71,63.168000000000035,8.88
72,64.95400000000004,8.98
73,66.76000000000003,9.08
74,68.58600000000003,9.18
75,70.43200000000003,9.28
76,72.29800000000003,9.379999999999999
77,74.18400000000003,9.479999999999999
78,76.09000000000003,9.579999999999998
79,78.01400000000004,9.659999999999998
