,s,v
0,1.9360000000000002,1.76
1,2.274,1.62
2,2.5860000000000003,1.5
3,2.8760000000000003,1.4
4,3.148,1.3199999999999998
5,3.406,1.2599999999999998
6,3.654,1.2199999999999998
7,3.896,1.1999999999999997
8,4.136,1.1999999999999997
9,4.378,1.2199999999999998
10,4.624,1.2399999999999998
11,4.8759999999999994,1.2799999999999998
12,5.135999999999999,1.3199999999999998
13,5.403999999999999,1.3599999999999999
14,5.679999999999999,1.4
15,5.965999999999998,1.46
16,6.2639999999999985,1.52
17,6.575999999999999,1.6
18,6.903999999999999,1.6800000000000002
19,7.249999999999999,1.7800000000000002
20,7.616,1.8800000000000003
21,8.004,2.0000000000000004
22,8.416,2.1200000000000006
23,8.854000000000001,2.2600000000000007
24,9.32,2.400000000000001
25,9.816,2.560000000000001
26,10.344000000000001,2.720000000000001
27,10.904000000000002,2.8800000000000012
28,11.496000000000002,3.0400000000000014
29,12.120000000000003,3.2000000000000015
30,12.776000000000003,3.3600000000000017
31,13.464000000000004,3.520000000000002
32,14.184000000000005,3.680000000000002
33,14.936000000000005,3.840000000000002
34,15.720000000000006,4.000000000000002
35,16.536000000000005,4.160000000000002
36,17.384000000000004,4.320000000000002
37,18.264000000000003,4.480000000000002
38,19.176000000000002,4.640000000000002
39,20.12,4.8000000000000025
40,21.096,4.960000000000003
41,22.104,5.120000000000003
42,23.144,5.280000000000003
43,24.215999999999998,5.440000000000003
44,25.319999999999997,5.600000000000003
45,26.455999999999996,5.760000000000003
46,27.623999999999995,5.9200000000000035
47,28.823999999999995,6.080000000000004
48,30.055999999999994,6.240000000000004
49,31.319999999999993,6.400000000000004
50,32.61599999999999,6.560000000000004
51,33.943999999999996,6.720000000000004
52,35.303999999999995,6.880000000000004
53,36.696,7.0400000000000045
54,38.12,7.200000000000005
55,39.576,7.360000000000005
56,41.064,7.520000000000005
57,42.584,7.680000000000005
58,44.136,7.840000000000005
59,45.720000000000006,8.000000000000005
60,47.336000000000006,8.160000000000005
61,48.98400000000001,8.320000000000006
62,50.66400000000001,8.480000000000006
63,52.37400000000001,8.620000000000006
64,54.11200000000001,8.760000000000007
65,55.87600000000001,8.880000000000006
66,57.664000000000016,9.000000000000005
67,59.47600000000001,9.120000000000005
68,61.31200000000001,9.240000000000004
69,63.170000000000016,9.340000000000003
70,65.04800000000002,9.440000000000003
71,66.94600000000001,9.540000000000003
72,68.86400000000002,9.640000000000002
73,70.80200000000002,9.740000000000002
74,72.76000000000002,9.840000000000002
75,74.73800000000001,9.940000000000001
76,76.73600000000002,10.040000000000001
77,78.75400000000002,10.14
78,80.79200000000002,10.24
79,82.84800000000001,10.32
