,s,v
0,1.9360000000000002,1.76
1,2.274,1.62
2,2.5860000000000003,1.5
3,2.8760000000000003,1.4
4,3.148,1.3199999999999998
5,3.406,1.2599999999999998
6,3.654,1.2199999999999998
7,3.896,1.1999999999999997
8,4.136,1.1999999999999997
9,4.378,1.2199999999999998
10,4.626,1.2599999999999998
11,4.884,1.3199999999999998
12,5.154,1.38
13,5.438,1.46
14,5.739999999999999,1.56
15,6.063999999999999,1.6800000000000002
16,6.411999999999999,1.8000000000000003
17,6.786,1.9400000000000002
18,7.1899999999999995,2.1
19,7.6259999999999994,2.2600000000000002
20,8.094,2.4200000000000004
21,8.594,2.5800000000000005
22,9.126,2.7400000000000007
23,9.69,2.900000000000001
24,10.286,3.060000000000001
25,10.914,3.220000000000001
26,11.574,3.3800000000000012
27,12.266,3.5400000000000014
28,12.99,3.7000000000000015
29,13.746,3.8600000000000017
30,14.534,4.020000000000001
31,15.354000000000001,4.1800000000000015
32,16.206000000000003,4.340000000000002
33,17.090000000000003,4.500000000000002
34,18.006000000000004,4.660000000000002
35,18.954000000000004,4.820000000000002
36,19.934000000000005,4.980000000000002
37,20.946000000000005,5.140000000000002
38,21.990000000000006,5.3000000000000025
39,23.066000000000006,5.460000000000003
40,24.174000000000007,5.620000000000003
41,25.314000000000007,5.780000000000003
42,26.486000000000008,5.940000000000003
43,27.69000000000001,6.100000000000003
44,28.92600000000001,6.260000000000003
45,30.19400000000001,6.4200000000000035
46,31.49400000000001,6.580000000000004
47,32.82600000000001,6.740000000000004
48,34.19000000000001,6.900000000000004
49,35.58600000000001,7.060000000000004
50,37.01400000000001,7.220000000000004
51,38.47400000000001,7.380000000000004
52,39.96600000000001,7.5400000000000045
53,41.49000000000001,7.700000000000005
54,43.04600000000001,7.860000000000005
55,44.63400000000001,8.020000000000005
56,46.254000000000005,8.180000000000005
57,47.906000000000006,8.340000000000005
58,49.59,8.500000000000005
59,51.306000000000004,8.660000000000005
60,53.054,8.820000000000006
61,54.834,8.980000000000006
62,56.646,9.140000000000006
63,58.49,9.300000000000006
64,60.366,9.460000000000006
65,62.274,9.620000000000006
66,64.214,9.780000000000006
67,66.186,9.940000000000007
68,68.19000000000001,10.100000000000007
69,70.22600000000001,10.260000000000007
70,72.29400000000001,10.420000000000007
71,74.394,10.580000000000007
72,76.52600000000001,10.740000000000007
73,78.69000000000001,10.900000000000007
74,80.88600000000001,11.060000000000008
75,83.114,11.220000000000008
76,85.37400000000001,11.380000000000008
77,87.66600000000001,11.540000000000008
78,89.99000000000001,11.700000000000008
79,92.346,11.860000000000008
80,94.73400000000001,12.020000000000008
81,97.15400000000001,12.180000000000009
