,s,v
0,1.9360000000000002,1.76
1,2.2720000000000002,1.6
2,2.5760000000000005,1.44
3,2.8480000000000003,1.2799999999999998
4,3.0900000000000003,1.14
5,3.3020000000000005,0.9799999999999999
6,3.4820000000000007,0.8199999999999998
7,3.630000000000001,0.6599999999999998
8,3.7480000000000007,0.5199999999999998
9,3.8380000000000005,0.3799999999999998
10,3.8980000000000006,0.21999999999999975
11,3.9260000000000006,0.05999999999999972
12,3.9260000000000006,0.0
13,3.9260000000000006,0.0
14,3.9260000000000006,0.0
15,3.9260000000000006,0.0
16,3.9260000000000006,0.0
17,3.9260000000000006,0.0
18,3.9260000000000006,0.0
19,3.9260000000000006,0.0
20,3.9260000000000006,0.0
21,3.9260000000000006,0.0
22,3.9260000000000006,0.0
23,3.9260000000000006,0.0
24,3.9260000000000006,0.0
25,3.9260000000000006,0.0
26,3.9260000000000006,0.0
27,3.9260000000000006,0.0
28,3.9260000000000006,0.0
29,3.9260000000000006,0.0
30,3.9280000000000004,0.020000000000000004
31,3.9360000000000004,0.06000000000000001
32,3.9520000000000004,0.10000000000000002
33,3.978,0.16000000000000003
34,4.018,0.24000000000000005
35,4.076,0.3400000000000001
36,4.154,0.44000000000000006
37,4.254,0.56
38,4.38,0.7000000000000001
39,4.534,0.8400000000000001
40,4.716,0.9800000000000001
41,4.928,1.1400000000000001
42,5.172,1.3000000000000003
43,5.4479999999999995,1.4600000000000004
44,5.755999999999999,1.6200000000000006
45,6.095999999999999,1.7800000000000007
46,6.467999999999999,1.9400000000000008
47,6.871999999999999,2.100000000000001
48,7.307999999999999,2.260000000000001
49,7.775999999999999,2.4200000000000013
50,8.276,2.5800000000000014
51,8.808,2.7400000000000015
52,9.372,2.9000000000000017
53,9.968,3.060000000000002
54,10.596,3.220000000000002
55,11.256,3.380000000000002
56,11.948,3.5400000000000023
57,12.672,3.7000000000000024
58,13.428,3.8600000000000025
59,14.216000000000001,4.020000000000002
60,15.036000000000001,4.180000000000002
61,15.888000000000002,4.3400000000000025
62,16.772000000000002,4.500000000000003
63,17.688000000000002,4.660000000000003
64,18.636000000000003,4.820000000000003
65,19.616000000000003,4.980000000000003
66,20.628000000000004,5.140000000000003
67,21.672000000000004,5.300000000000003
68,22.748000000000005,5.4600000000000035
69,23.856000000000005,5.620000000000004
70,24.996000000000006,5.780000000000004
