20063,15.27777778
20063,15.27777778
20283,15.27777778
20283,22.22222222
21317.26918,22.22222222
21321.96268,22.01378884
21326.65617,21.78997324
21331.34966,21.55723556
21336.04315,21.32356524
21352.75997,20.48802402
21369.4768,19.62548758
21386.19362,18.73219086
21402.91044,17.80348567
21414.43283,17.13980396
21425.95522,16.454277
21437.47761,15.74404899
21449,15.00562417
21449,15.00562417
21452.06089,14.80420809
21455.12178,14.60041182
21458.18266,14.39413544
21461.24355,14.18527201
21464.24355,13.97794277
21467.24355,13.76790299
21470.24355,13.55502818
21473.24355,13.33918432
21476.24355,13.12022704
21479.24355,12.8980003
21482.24355,12.67233424
21485.24355,12.44304421
21488.24355,12.20992927
21491.24355,11.97276986
21494.24355,11.73132385
21497.24355,11.48532457
21500.24355,11.23447794
21503.24355,10.97845811
21506.24355,10.71689905
21509.24355,10.44939049
21512.24355,10.17547167
21515.24355,9.894622052
21518.24355,9.606241085
21521.24355,9.309638285
21524.24355,9.004016746
21527.24355,8.688451317
21530.24355,8.361827259
21533.24355,8.022810595
21536.24355,7.669790615
21539.24355,7.300821782
21542.24355,6.913356618
21545.24355,6.50411855
21548.24355,6.068802816
21551.24355,5.601931351
21554.24355,5.094441608
21557.24355,4.532632122
21558.89474,4.19311173
21560.54592,3.825551323
21562.1971,3.420182772
21563.84829,2.961482447
21564.57229,2.737663568
21565.2963,2.495239411
21566.02031,2.227735192
21566.74432,1.92486694
21567.06121,1.77729793
21567.37811,1.617444375
21567.69501,1.441047889
21568.01191,1.24135207
21568.15066,1.144030703
21568.28942,1.038625072
21568.42818,0.922353251
21568.56694,0.790809109
21568.62783,0.726602006
21568.68871,0.657091147
21568.7496,0.580473017
21568.81049,0.493898984
21568.83731,0.451521646
21568.86413,0.405678556
21568.89096,0.355212927
21568.91778,0.298305571
21568.92967,0.270329128
21568.94155,0.240102186
21568.95344,0.20689496
21568.96533,0.169567784
21568.97062,0.151196335
21568.97591,0.131394306
21568.9812,0.10972199
21568.98649,0.085502096
21568.989,0.072841855
21568.99151,0.05919402
21568.99402,0.044254252
21568.99653,0.027553455
21568.99723,0.022530936
21568.99792,0.017293979
21568.99862,0.011812026
21568.99931,0.006046711
21568.99945,0.004855677
21568.99959,0.003650961
21568.99973,0.002432081
21568.99987,0.001198525
21568.99989,0.000950005
21568.99992,0.000700873
21568.99995,0.000451122
21568.99998,0.000200749
21568.99998,0.0001506
21568.99999,0.000100425
21568.99999,5.02E-05
21569,0
