,s,gd
0,0.0,0.6
1,345.0,0.6
2,345.0,-0.8999999999999999
3,1020.0,-0.8999999999999999
4,1020.0,0.8999999999999999
5,1455.0,0.8999999999999999
6,1455.0,0.6
7,1619.0,0.6
