s,sr,t,tr,sl,gd,nsl,nsld,un
20103.0,1466.0,102.80000000000092,102.8,15.277777777777777,2,22.22222222222222,20283,1
20103.003209924,1466.0,102.80000000000092,102.6,15.277777777777777,2,22.22222222222222,20283,1
20103.01550494916,1465.98,102.80000000000092,102.4,15.277777777777777,2,22.22222222222222,20283,1
20103.04132549473,1465.96,102.80000000000092,102.2,15.277777777777777,2,22.22222222222222,20283,1
20103.08362846373,1465.92,102.80000000000092,102.0,15.277777777777777,2,22.22222222222222,20283,1
20103.147048335442,1465.85,102.80000000000092,101.8,15.277777777777777,2,22.22222222222222,20283,1
20103.237336629776,1465.76,102.80000000000092,101.6,15.277777777777777,2,22.22222222222222,20283,1
20103.358321470547,1465.64,102.80000000000092,101.4,15.277777777777777,2,22.22222222222222,20283,1
20103.512548471645,1465.49,102.80000000000092,101.2,15.277777777777777,2,22.22222222222222,20283,1
20103.7017079931,1465.3,102.80000000000092,101.0,15.277777777777777,2,22.22222222222222,20283,1
20103.926919983136,1465.07,102.80000000000092,100.8,15.277777777777777,2,22.22222222222222,20283,1
20104.1889238786,1464.81,102.80000000000092,100.6,15.277777777777777,2,22.22222222222222,20283,1
20104.488205210295,1464.51,102.80000000000092,100.4,15.277777777777777,2,22.22222222222222,20283,1
20104.825080010593,1464.17,102.80000000000092,100.2,15.277777777777777,2,22.22222222222222,20283,1
20105.19975108824,1463.8,102.80000000000092,100.0,15.277777777777777,2,22.22222222222222,20283,1
20105.61234554726,1463.39,102.80000000000092,99.8,15.277777777777777,2,22.22222222222222,20283,1
20106.062939801344,1462.94,102.80000000000092,99.6,15.277777777777777,2,22.22222222222222,20283,1
20106.551576251535,1462.45,102.80000000000092,99.4,15.277777777777777,2,22.22222222222222,20283,1
20107.07827440584,1461.92,102.80000000000092,99.2,15.277777777777777,2,22.22222222222222,20283,1
20107.643038293307,1461.36,102.80000000000092,99.0,15.277777777777777,2,22.22222222222222,20283,1
20108.2458614076,1460.75,102.80000000000092,98.8,15.277777777777777,2,22.22222222222222,20283,1
20108.88673000354,1460.11,102.80000000000092,98.6,15.277777777777777,2,22.22222222222222,20283,1
20109.565625295556,1459.43,102.80000000000092,98.4,15.277777777777777,2,22.22222222222222,20283,1
20110.282524924034,1458.72,102.80000000000092,98.2,15.277777777777777,2,22.22222222222222,20283,1
20111.03740393365,1457.96,102.80000000000092,98.0,15.277777777777777,2,22.22222222222222,20283,1
20111.830235426285,1457.17,102.80000000000092,97.8,15.277777777777777,2,22.22222222222222,20283,1
20112.66099099704,1456.34,102.80000000000092,97.6,15.277777777777777,2,22.22222222222222,20283,1
20113.529641025634,1455.47,102.80000000000092,97.4,15.277777777777777,2,22.22222222222222,20283,1
20114.436154871422,1454.56,102.80000000000092,97.2,15.277777777777777,2,22.22222222222222,20283,1
20115.380501004154,1453.62,102.80000000000092,97.0,15.277777777777777,2,22.22222222222222,20283,1
20116.3626470919,1452.64,102.80000000000092,96.8,15.277777777777777,2,22.22222222222222,20283,1
20117.382560060454,1451.62,102.80000000000092,96.6,15.277777777777777,2,22.22222222222222,20283,1
20118.440206133713,1450.56,102.80000000000092,96.4,15.277777777777777,2,22.22222222222222,20283,1
20119.535550861394,1449.46,102.80000000000092,96.2,15.277777777777777,2,22.22222222222222,20283,1
20120.66855913833,1448.33,102.80000000000092,96.0,15.277777777777777,2,22.22222222222222,20283,1
20121.83919521815,1447.16,102.80000000000092,95.8,15.277777777777777,2,22.22222222222222,20283,1
20123.047422723237,1445.95,102.80000000000092,95.6,15.277777777777777,2,22.22222222222222,20283,1
20124.293204652222,1444.71,102.80000000000092,95.4,15.277777777777777,2,22.22222222222222,20283,1
20125.576503385822,1443.42,102.80000000000092,95.2,15.277777777777777,2,22.22222222222222,20283,1
20126.897280691628,1442.1,102.80000000000092,95.0,15.277777777777777,2,22.22222222222222,20283,1
20128.25549772816,1440.74,102.80000000000092,94.8,15.277777777777777,2,22.22222222222222,20283,1
20129.65111504849,1439.35,102.80000000000092,94.6,15.277777777777777,2,22.22222222222222,20283,1
20131.08409260355,1437.92,102.80000000000092,94.4,15.277777777777777,2,22.22222222222222,20283,1
20132.55438974526,1436.45,102.80000000000092,94.2,15.277777777777777,2,22.22222222222222,20283,1
20134.061965229554,1434.94,102.80000000000092,94.0,15.277777777777777,2,22.22222222222222,20283,1
20135.606777219342,1433.39,102.80000000000092,93.8,15.277777777777777,2,22.22222222222222,20283,1
20137.18878328743,1431.81,102.80000000000092,93.6,15.277777777777777,2,22.22222222222222,20283,1
20138.807940419443,1430.19,102.80000000000092,93.4,15.277777777777777,2,22.22222222222222,20283,1
20140.464205016746,1428.54,102.80000000000092,93.2,15.277777777777777,2,22.22222222222222,20283,1
20142.157532899393,1426.84,102.80000000000092,93.0,15.277777777777777,2,22.22222222222222,20283,1
20143.887879309077,1425.11,102.80000000000092,92.8,15.277777777777777,2,22.22222222222222,20283,1
20145.655198912125,1423.34,102.80000000000092,92.6,15.277777777777777,2,22.22222222222222,20283,1
20147.459445802506,1421.54,102.80000000000092,92.4,15.277777777777777,2,22.22222222222222,20283,1
20149.300573504865,1419.7,102.80000000000092,92.2,15.277777777777777,2,22.22222222222222,20283,1
20151.178534977604,1417.82,102.80000000000092,92.0,15.277777777777777,2,22.22222222222222,20283,1
20153.093282615973,1415.91,102.80000000000092,91.8,15.277777777777777,2,22.22222222222222,20283,1
20155.04476825521,1413.96,102.80000000000092,91.6,15.277777777777777,2,22.22222222222222,20283,1
20157.0329431737,1411.97,102.80000000000092,91.4,15.277777777777777,2,22.22222222222222,20283,1
20159.057758096154,1409.94,102.80000000000092,91.2,15.277777777777777,2,22.22222222222222,20283,1
20161.119163196836,1407.88,102.80000000000092,91.0,15.277777777777777,2,22.22222222222222,20283,1
20163.217108102817,1405.78,102.80000000000092,90.8,15.277777777777777,2,22.22222222222222,20283,1
20165.35154189725,1403.65,102.80000000000092,90.6,15.277777777777777,2,22.22222222222222,20283,1
20167.522413122664,1401.48,102.80000000000092,90.4,15.277777777777777,2,22.22222222222222,20283,1
20169.72966978432,1399.27,102.80000000000092,90.2,15.277777777777777,2,22.22222222222222,20283,1
20171.97325935356,1397.03,102.80000000000092,90.0,15.277777777777777,2,22.22222222222222,20283,1
20174.253128771194,1394.75,102.80000000000092,89.8,15.277777777777777,2,22.22222222222222,20283,1
20176.569224450923,1392.43,102.80000000000092,89.6,15.277777777777777,2,22.22222222222222,20283,1
20178.921492282778,1390.08,102.80000000000092,89.4,15.277777777777777,2,22.22222222222222,20283,1
20181.30987763659,1387.69,102.80000000000092,89.2,15.277777777777777,2,22.22222222222222,20283,1
20183.734325365484,1385.27,102.80000000000092,89.0,15.277777777777777,2,22.22222222222222,20283,1
20186.194779809393,1382.81,102.80000000000092,88.8,15.277777777777777,2,22.22222222222222,20283,1
20188.691184798612,1380.31,102.80000000000092,88.6,15.277777777777777,2,22.22222222222222,20283,1
20191.223483657355,1377.78,102.80000000000092,88.4,15.277777777777777,2,22.22222222222222,20283,1
20193.791619207346,1375.21,102.80000000000092,88.2,15.277777777777777,2,22.22222222222222,20283,1
20196.39553377144,1372.6,102.80000000000092,88.0,15.277777777777777,2,22.22222222222222,20283,1
20199.035169177256,1369.96,102.80000000000092,87.8,15.277777777777777,2,22.22222222222222,20283,1
20201.71046676084,1367.29,102.80000000000092,87.6,15.277777777777777,2,22.22222222222222,20283,1
20204.421367370334,1364.58,102.80000000000092,87.4,15.277777777777777,2,22.22222222222222,20283,1
20207.167811369694,1361.83,102.80000000000092,87.2,15.277777777777777,2,22.22222222222222,20283,1
20209.9497386424,1359.05,102.80000000000092,87.0,15.277777777777777,2,22.22222222222222,20283,1
20212.76708859521,1356.23,102.80000000000092,86.8,15.277777777777777,2,22.22222222222222,20283,1
20215.599800161912,1353.4,102.80000000000092,86.6,15.277777777777777,2,22.22222222222222,20283,0
20218.427846751634,1350.57,102.80000000000092,86.4,15.277777777777777,2,22.22222222222222,20283,0
20221.251236472326,1347.75,102.80000000000092,86.2,15.277777777777777,2,22.22222222222222,20283,0
20224.06997740789,1344.93,102.80000000000092,86.0,15.277777777777777,2,22.22222222222222,20283,0
20226.884077618255,1342.12,102.80000000000092,85.8,15.277777777777777,2,22.22222222222222,20283,0
20229.693545139497,1339.31,102.80000000000092,85.6,15.277777777777777,2,22.22222222222222,20283,0
20232.498387983906,1336.5,102.80000000000092,85.4,15.277777777777777,2,22.22222222222222,20283,0
20235.29861414009,1333.7,102.80000000000092,85.2,15.277777777777777,2,22.22222222222222,20283,0
20238.09423157307,1330.91,102.80000000000092,85.0,15.277777777777777,2,22.22222222222222,20283,0
20240.885248224367,1328.11,102.80000000000092,84.8,15.277777777777777,2,22.22222222222222,20283,0
20243.67167201209,1325.33,102.80000000000092,84.6,15.277777777777777,2,22.22222222222222,20283,0
20246.45351083103,1322.55,102.80000000000092,84.4,15.277777777777777,2,22.22222222222222,20283,0
20249.230772552753,1319.77,102.80000000000092,84.2,15.277777777777777,2,22.22222222222222,20283,0
20252.003465025686,1317.0,102.80000000000092,84.0,15.277777777777777,2,22.22222222222222,20283,0
